"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","With VIEW_PORTFOLIO Permissions The User Tries To Log In With Wrong Credentials","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","VIEW_PORTFOLIO","playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","0","With SYSTEM_CONFIGURATION Permission The User Can See Administration Tab","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","VIEW_PORTFOLIO x SYSTEM_CONFIGURATION","playwright-tests/features/@permissions/system-configuration.feature.spec.js","",""
"","0","The Admin User Sets A Test Project To Inactive","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","Make Project Inactive","playwright-tests/features/@projects/make_project_inactive.feature.spec.js","",""
"","0","Without VULNERABILITY_MANAGEMENT Permission The User Cannot See The Vulnerability Create Button","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","VIEW_PORTFOLIO x VULNERABILITY_MANAGEMENT","playwright-tests/features/@permissions/vulnerability-management.feature.spec.js","",""
"","0","The Admin User Creates A Custom Component Inside A Test Project","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","Create Custom Component","playwright-tests/features/@projects/create_custom_component.feature.spec.js","",""
"","0","The Admin User Validates A Test Project With A Recently Uploaded BOM","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","Validate BOM Upload","playwright-tests/features/@projects/validate_bom_upload.feature.spec.js","",""
"","1","Create Test Vulnerability","setup_provisioning","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","0","The Admin User Suppresses A Policy Violation","chromium_test_workflow","Mon Jul 07 21:00:31 GMT 2025","skipped","Mon Jul 07 21:00:31 GMT 2025","Suppress Violation Against Policy","playwright-tests/features/@projects/suppress_violation_against_policy.feature.spec.js","",""
"","13900","Change Initial Password As Admin","setup_initial","Mon Jul 07 20:59:30 GMT 2025","passed","Mon Jul 07 20:59:44 GMT 2025","","../../setup/initial-setup.ts","",""
"","16636","Create Test Users","setup_provisioning","Mon Jul 07 21:00:13 GMT 2025","failed","Mon Jul 07 21:00:30 GMT 2025","","../setup/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
